dgns_cd,description,hccesrdv21,hcc22,hccrxv05,hccesrd,hcc,hccrx,fyear
C450,Mesothelioma of pleura,9,9,18,Yes,Yes,Yes,2018
C451,Mesothelioma of peritoneum,9,9,18,Yes,Yes,Yes,2018
C452,Mesothelioma of pericardium,9,9,18,Yes,Yes,Yes,2018
C457,Mesothelioma of other sites,9,9,18,Yes,Yes,Yes,2018
C459,"Mesothelioma, unspecified",9,9,18,Yes,Yes,Yes,2018
C460,Kaposi's sarcoma of skin,10,10,18,Yes,Yes,Yes,2018
C461,Kaposi's sarcoma of soft tissue,10,10,18,Yes,Yes,Yes,2018
C462,Kaposi's sarcoma of palate,10,10,18,Yes,Yes,Yes,2018
C463,Kaposi's sarcoma of lymph nodes,10,10,18,Yes,Yes,Yes,2018
C464,Kaposi's sarcoma of gastrointestinal sites,10,10,18,Yes,Yes,Yes,2018
C4650,Kaposi's sarcoma of unspecified lung,10,10,18,Yes,Yes,Yes,2018
C4651,Kaposi's sarcoma of right lung,10,10,18,Yes,Yes,Yes,2018
C4652,Kaposi's sarcoma of left lung,10,10,18,Yes,Yes,Yes,2018
C467,Kaposi's sarcoma of other sites,10,10,18,Yes,Yes,Yes,2018
C469,"Kaposi's sarcoma, unspecified",10,10,18,Yes,Yes,Yes,2018
C470,"Malignant neoplasm of peripheral nerves of head, face and neck",10,10,19,Yes,Yes,Yes,2018
C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C473,Malignant neoplasm of peripheral nerves of thorax,10,10,19,Yes,Yes,Yes,2018
C474,Malignant neoplasm of peripheral nerves of abdomen,10,10,16,Yes,Yes,Yes,2018
C475,Malignant neoplasm of peripheral nerves of pelvis,10,10,19,Yes,Yes,Yes,2018
C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",10,10,19,Yes,Yes,Yes,2018
C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,10,10,19,Yes,Yes,Yes,2018
C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",10,10,19,Yes,Yes,Yes,2018
C480,Malignant neoplasm of retroperitoneum,9,9,19,Yes,Yes,Yes,2018
C481,Malignant neoplasm of specified parts of peritoneum,9,9,19,Yes,Yes,Yes,2018
C482,"Malignant neoplasm of peritoneum, unspecified",9,9,19,Yes,Yes,Yes,2018
C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,9,9,19,Yes,Yes,Yes,2018
C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",10,10,19,Yes,Yes,Yes,2018
C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",10,10,19,Yes,Yes,Yes,2018
C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",10,10,19,Yes,Yes,Yes,2018
C493,Malignant neoplasm of connective and soft tissue of thorax,10,10,19,Yes,Yes,Yes,2018
C494,Malignant neoplasm of connective and soft tissue of abdomen,10,10,16,Yes,Yes,Yes,2018
C495,Malignant neoplasm of connective and soft tissue of pelvis,10,10,19,Yes,Yes,Yes,2018
C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",10,10,19,Yes,Yes,Yes,2018
C498,Malignant neoplasm of overlapping sites of connective and soft tissue,10,10,19,Yes,Yes,Yes,2018
C499,"Malignant neoplasm of connective and soft tissue, unspecified",10,10,19,Yes,Yes,Yes,2018
C49A0,"Gastrointestinal stromal tumor, unspecified site",10,10,16,Yes,Yes,Yes,2018
C49A1,Gastrointestinal stromal tumor of esophagus,10,10,16,Yes,Yes,Yes,2018
C49A2,Gastrointestinal stromal tumor of stomach,10,10,16,Yes,Yes,Yes,2018
C49A3,Gastrointestinal stromal tumor of small intestine,10,10,16,Yes,Yes,Yes,2018
C49A4,Gastrointestinal stromal tumor of large intestine,10,10,16,Yes,Yes,Yes,2018
C49A5,Gastrointestinal stromal tumor of rectum,10,10,16,Yes,Yes,Yes,2018
C49A9,Gastrointestinal stromal tumor of other sites,10,10,16,Yes,Yes,Yes,2018
C4A0,Merkel cell carcinoma of lip,12,12,19,Yes,Yes,Yes,2018
C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",12,12,19,Yes,Yes,Yes,2018
C4A11,"Merkel cell carcinoma of right eyelid, including canthus",12,12,19,Yes,Yes,Yes,2018
C4A12,"Merkel cell carcinoma of left eyelid, including canthus",12,12,19,Yes,Yes,Yes,2018
C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,12,12,19,Yes,Yes,Yes,2018
C4A21,Merkel cell carcinoma of right ear and external auricular canal,12,12,19,Yes,Yes,Yes,2018
C4A22,Merkel cell carcinoma of left ear and external auricular canal,12,12,19,Yes,Yes,Yes,2018
C4A30,Merkel cell carcinoma of unspecified part of face,12,12,19,Yes,Yes,Yes,2018
C4A31,Merkel cell carcinoma of nose,12,12,19,Yes,Yes,Yes,2018
C4A39,Merkel cell carcinoma of other parts of face,12,12,19,Yes,Yes,Yes,2018
C4A4,Merkel cell carcinoma of scalp and neck,12,12,19,Yes,Yes,Yes,2018
C4A51,Merkel cell carcinoma of anal skin,12,12,19,Yes,Yes,Yes,2018
C4A52,Merkel cell carcinoma of skin of breast,12,12,19,Yes,Yes,Yes,2018
C4A59,Merkel cell carcinoma of other part of trunk,12,12,19,Yes,Yes,Yes,2018
C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",12,12,19,Yes,Yes,Yes,2018
C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",12,12,19,Yes,Yes,Yes,2018
C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",12,12,19,Yes,Yes,Yes,2018
C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",12,12,19,Yes,Yes,Yes,2018
C4A71,"Merkel cell carcinoma of right lower limb, including hip",12,12,19,Yes,Yes,Yes,2018
C4A72,"Merkel cell carcinoma of left lower limb, including hip",12,12,19,Yes,Yes,Yes,2018
C4A8,Merkel cell carcinoma of overlapping sites,12,12,19,Yes,Yes,Yes,2018
C4A9,"Merkel cell carcinoma, unspecified",12,12,19,Yes,Yes,Yes,2018
C50011,"Malignant neoplasm of nipple and areola, right female breast",12,12,19,Yes,Yes,Yes,2018
C50012,"Malignant neoplasm of nipple and areola, left female breast",12,12,19,Yes,Yes,Yes,2018
C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",12,12,19,Yes,Yes,Yes,2018
C50021,"Malignant neoplasm of nipple and areola, right male breast",12,12,19,Yes,Yes,Yes,2018
C50022,"Malignant neoplasm of nipple and areola, left male breast",12,12,19,Yes,Yes,Yes,2018
C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",12,12,19,Yes,Yes,Yes,2018
C50111,Malignant neoplasm of central portion of right female breast,12,12,19,Yes,Yes,Yes,2018
C50112,Malignant neoplasm of central portion of left female breast,12,12,19,Yes,Yes,Yes,2018
C50119,Malignant neoplasm of central portion of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50121,Malignant neoplasm of central portion of right male breast,12,12,19,Yes,Yes,Yes,2018
C50122,Malignant neoplasm of central portion of left male breast,12,12,19,Yes,Yes,Yes,2018
C50129,Malignant neoplasm of central portion of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50211,Malignant neoplasm of upper-inner quadrant of right female breast,12,12,19,Yes,Yes,Yes,2018
C50212,Malignant neoplasm of upper-inner quadrant of left female breast,12,12,19,Yes,Yes,Yes,2018
C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50221,Malignant neoplasm of upper-inner quadrant of right male breast,12,12,19,Yes,Yes,Yes,2018
C50222,Malignant neoplasm of upper-inner quadrant of left male breast,12,12,19,Yes,Yes,Yes,2018
C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50311,Malignant neoplasm of lower-inner quadrant of right female breast,12,12,19,Yes,Yes,Yes,2018
C50312,Malignant neoplasm of lower-inner quadrant of left female breast,12,12,19,Yes,Yes,Yes,2018
C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50321,Malignant neoplasm of lower-inner quadrant of right male breast,12,12,19,Yes,Yes,Yes,2018
C50322,Malignant neoplasm of lower-inner quadrant of left male breast,12,12,19,Yes,Yes,Yes,2018
C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50411,Malignant neoplasm of upper-outer quadrant of right female breast,12,12,19,Yes,Yes,Yes,2018
C50412,Malignant neoplasm of upper-outer quadrant of left female breast,12,12,19,Yes,Yes,Yes,2018
C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50421,Malignant neoplasm of upper-outer quadrant of right male breast,12,12,19,Yes,Yes,Yes,2018
C50422,Malignant neoplasm of upper-outer quadrant of left male breast,12,12,19,Yes,Yes,Yes,2018
C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50511,Malignant neoplasm of lower-outer quadrant of right female breast,12,12,19,Yes,Yes,Yes,2018
C50512,Malignant neoplasm of lower-outer quadrant of left female breast,12,12,19,Yes,Yes,Yes,2018
C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50521,Malignant neoplasm of lower-outer quadrant of right male breast,12,12,19,Yes,Yes,Yes,2018
C50522,Malignant neoplasm of lower-outer quadrant of left male breast,12,12,19,Yes,Yes,Yes,2018
C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50611,Malignant neoplasm of axillary tail of right female breast,12,12,19,Yes,Yes,Yes,2018
C50612,Malignant neoplasm of axillary tail of left female breast,12,12,19,Yes,Yes,Yes,2018
C50619,Malignant neoplasm of axillary tail of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50621,Malignant neoplasm of axillary tail of right male breast,12,12,19,Yes,Yes,Yes,2018
C50622,Malignant neoplasm of axillary tail of left male breast,12,12,19,Yes,Yes,Yes,2018
C50629,Malignant neoplasm of axillary tail of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50811,Malignant neoplasm of overlapping sites of right female breast,12,12,19,Yes,Yes,Yes,2018
C50812,Malignant neoplasm of overlapping sites of left female breast,12,12,19,Yes,Yes,Yes,2018
C50819,Malignant neoplasm of overlapping sites of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50821,Malignant neoplasm of overlapping sites of right male breast,12,12,19,Yes,Yes,Yes,2018
C50822,Malignant neoplasm of overlapping sites of left male breast,12,12,19,Yes,Yes,Yes,2018
C50829,Malignant neoplasm of overlapping sites of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C50911,Malignant neoplasm of unspecified site of right female breast,12,12,19,Yes,Yes,Yes,2018
C50912,Malignant neoplasm of unspecified site of left female breast,12,12,19,Yes,Yes,Yes,2018
C50919,Malignant neoplasm of unspecified site of unspecified female breast,12,12,19,Yes,Yes,Yes,2018
C50921,Malignant neoplasm of unspecified site of right male breast,12,12,19,Yes,Yes,Yes,2018
C50922,Malignant neoplasm of unspecified site of left male breast,12,12,19,Yes,Yes,Yes,2018
C50929,Malignant neoplasm of unspecified site of unspecified male breast,12,12,19,Yes,Yes,Yes,2018
C510,Malignant neoplasm of labium majus,11,11,,Yes,Yes,No,2018
C511,Malignant neoplasm of labium minus,11,11,,Yes,Yes,No,2018
C512,Malignant neoplasm of clitoris,11,11,,Yes,Yes,No,2018
C518,Malignant neoplasm of overlapping sites of vulva,11,11,,Yes,Yes,No,2018
C519,"Malignant neoplasm of vulva, unspecified",11,11,,Yes,Yes,No,2018
C52,Malignant neoplasm of vagina,11,11,,Yes,Yes,No,2018
C530,Malignant neoplasm of endocervix,11,11,,Yes,Yes,No,2018
C531,Malignant neoplasm of exocervix,11,11,,Yes,Yes,No,2018
C538,Malignant neoplasm of overlapping sites of cervix uteri,11,11,,Yes,Yes,No,2018
C539,"Malignant neoplasm of cervix uteri, unspecified",11,11,,Yes,Yes,No,2018
C540,Malignant neoplasm of isthmus uteri,12,12,,Yes,Yes,No,2018
C541,Malignant neoplasm of endometrium,12,12,,Yes,Yes,No,2018
C542,Malignant neoplasm of myometrium,12,12,,Yes,Yes,No,2018
C543,Malignant neoplasm of fundus uteri,12,12,,Yes,Yes,No,2018
C548,Malignant neoplasm of overlapping sites of corpus uteri,12,12,,Yes,Yes,No,2018
C549,"Malignant neoplasm of corpus uteri, unspecified",12,12,,Yes,Yes,No,2018
C55,"Malignant neoplasm of uterus, part unspecified",12,12,,Yes,Yes,No,2018
C561,Malignant neoplasm of right ovary,10,10,,Yes,Yes,No,2018
C562,Malignant neoplasm of left ovary,10,10,,Yes,Yes,No,2018
C569,Malignant neoplasm of unspecified ovary,10,10,,Yes,Yes,No,2018
C5700,Malignant neoplasm of unspecified fallopian tube,10,10,,Yes,Yes,No,2018
C5701,Malignant neoplasm of right fallopian tube,10,10,,Yes,Yes,No,2018
C5702,Malignant neoplasm of left fallopian tube,10,10,,Yes,Yes,No,2018
C5710,Malignant neoplasm of unspecified broad ligament,10,10,,Yes,Yes,No,2018
C5711,Malignant neoplasm of right broad ligament,10,10,,Yes,Yes,No,2018
C5712,Malignant neoplasm of left broad ligament,10,10,,Yes,Yes,No,2018
C5720,Malignant neoplasm of unspecified round ligament,10,10,,Yes,Yes,No,2018
C5721,Malignant neoplasm of right round ligament,10,10,,Yes,Yes,No,2018
C5722,Malignant neoplasm of left round ligament,10,10,,Yes,Yes,No,2018
C573,Malignant neoplasm of parametrium,10,10,,Yes,Yes,No,2018
C574,"Malignant neoplasm of uterine adnexa, unspecified",10,10,,Yes,Yes,No,2018
C577,Malignant neoplasm of other specified female genital organs,11,11,,Yes,Yes,No,2018
C578,Malignant neoplasm of overlapping sites of female genital organs,11,11,,Yes,Yes,No,2018
C579,"Malignant neoplasm of female genital organ, unspecified",11,11,,Yes,Yes,No,2018
C58,Malignant neoplasm of placenta,10,10,,Yes,Yes,No,2018
C600,Malignant neoplasm of prepuce,12,12,,Yes,Yes,No,2018
C601,Malignant neoplasm of glans penis,12,12,,Yes,Yes,No,2018
C602,Malignant neoplasm of body of penis,12,12,,Yes,Yes,No,2018
C608,Malignant neoplasm of overlapping sites of penis,12,12,,Yes,Yes,No,2018
C609,"Malignant neoplasm of penis, unspecified",12,12,,Yes,Yes,No,2018
C61,Malignant neoplasm of prostate,12,12,,Yes,Yes,No,2018
C6200,Malignant neoplasm of unspecified undescended testis,12,12,,Yes,Yes,No,2018
C6201,Malignant neoplasm of undescended right testis,12,12,,Yes,Yes,No,2018
C6202,Malignant neoplasm of undescended left testis,12,12,,Yes,Yes,No,2018
C6210,Malignant neoplasm of unspecified descended testis,12,12,,Yes,Yes,No,2018
C6211,Malignant neoplasm of descended right testis,12,12,,Yes,Yes,No,2018
C6212,Malignant neoplasm of descended left testis,12,12,,Yes,Yes,No,2018
C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No,2018
C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No,2018
C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No,2018
C6300,Malignant neoplasm of unspecified epididymis,12,12,,Yes,Yes,No,2018
C6301,Malignant neoplasm of right epididymis,12,12,,Yes,Yes,No,2018
C6302,Malignant neoplasm of left epididymis,12,12,,Yes,Yes,No,2018
C6310,Malignant neoplasm of unspecified spermatic cord,12,12,,Yes,Yes,No,2018
C6311,Malignant neoplasm of right spermatic cord,12,12,,Yes,Yes,No,2018
C6312,Malignant neoplasm of left spermatic cord,12,12,,Yes,Yes,No,2018
C632,Malignant neoplasm of scrotum,12,12,,Yes,Yes,No,2018
C637,Malignant neoplasm of other specified male genital organs,12,12,,Yes,Yes,No,2018
C638,Malignant neoplasm of overlapping sites of male genital organs,12,12,,Yes,Yes,No,2018
C639,"Malignant neoplasm of male genital organ, unspecified",12,12,,Yes,Yes,No,2018
C641,"Malignant neoplasm of right kidney, except renal pelvis",11,11,18,Yes,Yes,Yes,2018
C642,"Malignant neoplasm of left kidney, except renal pelvis",11,11,18,Yes,Yes,Yes,2018
C649,"Malignant neoplasm of unspecified kidney, except renal pelvis",11,11,18,Yes,Yes,Yes,2018
C651,Malignant neoplasm of right renal pelvis,11,11,18,Yes,Yes,Yes,2018
C652,Malignant neoplasm of left renal pelvis,11,11,18,Yes,Yes,Yes,2018
C659,Malignant neoplasm of unspecified renal pelvis,11,11,18,Yes,Yes,Yes,2018
C661,Malignant neoplasm of right ureter,11,11,,Yes,Yes,No,2018
C662,Malignant neoplasm of left ureter,11,11,,Yes,Yes,No,2018
C669,Malignant neoplasm of unspecified ureter,11,11,,Yes,Yes,No,2018
C670,Malignant neoplasm of trigone of bladder,11,11,,Yes,Yes,No,2018
C671,Malignant neoplasm of dome of bladder,11,11,,Yes,Yes,No,2018
C672,Malignant neoplasm of lateral wall of bladder,11,11,,Yes,Yes,No,2018
C673,Malignant neoplasm of anterior wall of bladder,11,11,,Yes,Yes,No,2018
C674,Malignant neoplasm of posterior wall of bladder,11,11,,Yes,Yes,No,2018
C675,Malignant neoplasm of bladder neck,11,11,,Yes,Yes,No,2018
C676,Malignant neoplasm of ureteric orifice,11,11,,Yes,Yes,No,2018
C677,Malignant neoplasm of urachus,11,11,,Yes,Yes,No,2018
C678,Malignant neoplasm of overlapping sites of bladder,11,11,,Yes,Yes,No,2018
C679,"Malignant neoplasm of bladder, unspecified",11,11,,Yes,Yes,No,2018
C680,Malignant neoplasm of urethra,11,11,,Yes,Yes,No,2018
C681,Malignant neoplasm of paraurethral glands,11,11,,Yes,Yes,No,2018
C688,Malignant neoplasm of overlapping sites of urinary organs,11,11,,Yes,Yes,No,2018
C689,"Malignant neoplasm of urinary organ, unspecified",11,11,,Yes,Yes,No,2018
C6900,Malignant neoplasm of unspecified conjunctiva,12,12,,Yes,Yes,No,2018
C6901,Malignant neoplasm of right conjunctiva,12,12,,Yes,Yes,No,2018
C6902,Malignant neoplasm of left conjunctiva,12,12,,Yes,Yes,No,2018
C6910,Malignant neoplasm of unspecified cornea,12,12,,Yes,Yes,No,2018
C6911,Malignant neoplasm of right cornea,12,12,,Yes,Yes,No,2018
C6912,Malignant neoplasm of left cornea,12,12,,Yes,Yes,No,2018
C6920,Malignant neoplasm of unspecified retina,12,12,,Yes,Yes,No,2018
C6921,Malignant neoplasm of right retina,12,12,,Yes,Yes,No,2018
C6922,Malignant neoplasm of left retina,12,12,,Yes,Yes,No,2018
C6930,Malignant neoplasm of unspecified choroid,12,12,,Yes,Yes,No,2018
C6931,Malignant neoplasm of right choroid,12,12,,Yes,Yes,No,2018
C6932,Malignant neoplasm of left choroid,12,12,,Yes,Yes,No,2018
C6940,Malignant neoplasm of unspecified ciliary body,12,12,,Yes,Yes,No,2018
C6941,Malignant neoplasm of right ciliary body,12,12,,Yes,Yes,No,2018
C6942,Malignant neoplasm of left ciliary body,12,12,,Yes,Yes,No,2018
C6950,Malignant neoplasm of unspecified lacrimal gland and duct,12,12,,Yes,Yes,No,2018
C6951,Malignant neoplasm of right lacrimal gland and duct,12,12,,Yes,Yes,No,2018
C6952,Malignant neoplasm of left lacrimal gland and duct,12,12,,Yes,Yes,No,2018
C6960,Malignant neoplasm of unspecified orbit,12,12,,Yes,Yes,No,2018
C6961,Malignant neoplasm of right orbit,12,12,,Yes,Yes,No,2018
C6962,Malignant neoplasm of left orbit,12,12,,Yes,Yes,No,2018
C6980,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,12,12,,Yes,Yes,No,2018
C6981,Malignant neoplasm of overlapping sites of right eye and adnexa,12,12,,Yes,Yes,No,2018
C6982,Malignant neoplasm of overlapping sites of left eye and adnexa,12,12,,Yes,Yes,No,2018
C6990,Malignant neoplasm of unspecified site of unspecified eye,12,12,,Yes,Yes,No,2018
C6991,Malignant neoplasm of unspecified site of right eye,12,12,,Yes,Yes,No,2018
C6992,Malignant neoplasm of unspecified site of left eye,12,12,,Yes,Yes,No,2018
C700,Malignant neoplasm of cerebral meninges,10,10,,Yes,Yes,No,2018
C701,Malignant neoplasm of spinal meninges,10,10,,Yes,Yes,No,2018
C709,"Malignant neoplasm of meninges, unspecified",10,10,,Yes,Yes,No,2018
C710,"Malignant neoplasm of cerebrum, except lobes and ventricles",10,10,,Yes,Yes,No,2018
C711,Malignant neoplasm of frontal lobe,10,10,,Yes,Yes,No,2018
C712,Malignant neoplasm of temporal lobe,10,10,,Yes,Yes,No,2018
C713,Malignant neoplasm of parietal lobe,10,10,,Yes,Yes,No,2018
C714,Malignant neoplasm of occipital lobe,10,10,,Yes,Yes,No,2018
C715,Malignant neoplasm of cerebral ventricle,10,10,,Yes,Yes,No,2018
C716,Malignant neoplasm of cerebellum,10,10,,Yes,Yes,No,2018
C717,Malignant neoplasm of brain stem,10,10,,Yes,Yes,No,2018
C718,Malignant neoplasm of overlapping sites of brain,10,10,,Yes,Yes,No,2018
C719,"Malignant neoplasm of brain, unspecified",10,10,,Yes,Yes,No,2018
C720,Malignant neoplasm of spinal cord,10,10,,Yes,Yes,No,2018
C721,Malignant neoplasm of cauda equina,10,10,,Yes,Yes,No,2018
C7220,Malignant neoplasm of unspecified olfactory nerve,10,10,,Yes,Yes,No,2018
C7221,Malignant neoplasm of right olfactory nerve,10,10,,Yes,Yes,No,2018
C7222,Malignant neoplasm of left olfactory nerve,10,10,,Yes,Yes,No,2018
C7230,Malignant neoplasm of unspecified optic nerve,10,10,,Yes,Yes,No,2018
