compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00000246,360125,Ashtabula County Medical Center,2420 Lake Avenue,Ashtabula,OH,44004,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00000247,061324,Aspen Valley Hospital District,401 Castle Creek Road,Aspen,CO,81611,1,,,,
CHSP00000248,104067,Aspire Health Partners,1800 Mercy Drive,Orlando,FL,32808,0,,,,
CHSP00000250,454112,Aspire Hospital,"2006 South Loop 336 West, Suite 500",Conroe,TX,77304,0,,,,
CHSP00000251,231333,Aspirus Grand View,N10561 Grand View Lane,Ironwood,MI,49938,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000252,231318,Aspirus Iron River Hospitals & Clinics,1400 West Ice Lake Road,Iron River,MI,49935,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000253,231319,Aspirus Keweenaw Hospital,205 Osceola Street,Laurium,MI,49913,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000254,521350,Aspirus Langlade Hospital,112 East Fifth Avenue,Antigo,WI,54409,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000255,521324,Aspirus Medford Hospital,135 South Gibson Street,Medford,WI,54451,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000256,231309,Aspirus Ontonagon Hospital,601 South Seventh Street,Ontonagon,MI,49953,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000257,520033,"Aspirus Riverview Hospital and Clinics, Inc.",410 Dewey Street,Wisconsin Rapids,WI,54494,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000258,520030,Aspirus Wausau Hospital,333 Pine Ridge Boulevard,Wausau,WI,54401,1,HSI00000057,Aspirus Inc,Wausau,WI
CHSP00000259,191303,Assumption Community Hospital,135 Highway 402,Napoleonville,LA,70390,1,HSI00000376,"Franciscan Missionaries of Our Lady Health System, Inc",Baton Rouge,LA
CHSP00000260,,Atascadero State Hospital,10333 El Camino Real,Atascadero,CA,93422,0,,,,
CHSP00000261,171382,Atchison Hospital,800 Raven Hill Drive,Atchison,KS,66002,1,,,,
CHSP00000262,110074,Athens Regional Medical Center,1199 Prince Avenue,Athens,GA,30606,1,HSI00000826,"Piedmont Healthcare, Inc",Atlanta,GA
CHSP00000263,010079,Athens-Limestone Hospital,700 West Market Street,Athens,AL,35611,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00000264,221303,Athol Memorial Hospital,2033 Main Street,Athol,MA,01331,1,HSI00000478,Heywood Healthcare,Gardner,MA
CHSP00000266,11029F,Atlanta Veterans Affairs Medical Center,1670 Clairmont Road,Decatur,GA,30033,0,,,,
CHSP00000267,310064,AtlantiCare Regional Medical Center,1925 Pacific Avenue,Atlantic City,NJ,08401,1,HSI00000388,Geisinger Health System,Danville,PA
CHSP00000268,210061,Atlantic General Hospital,9733 Healthway Drive,Berlin,MD,21811,1,,,,
CHSP00000269,104065,Atlantic Shores Hospital,4545 North Federal Highway,Fort Lauderdale,FL,33308,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00000271,010169,Atmore Community Hospital,401 Medical Park Drive,Atmore,AL,36502,1,HSI00000511,"Infirmary Health System, Inc",Mobile,AL
CHSP00000272,371300,Atoka County Medical Center,1590 West Liberty Road,Atoka,OK,74525,1,,,,
CHSP00000273,360076,Atrium Medical Center,One Medical Center Drive,Middletown,OH,45005,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00000274,452114,Atrium Medical Center,11929 West Airport Boulevard,Stafford,TX,77477,0,,,,
CHSP00000275,452111,Atrium Medical Center of Corinth,3305 Corinth Parkway,Corinth,TX,76208,0,,,,
CHSP00000278,330235,Auburn Community Hospital,17 Lansing Street,Auburn,NY,13021,1,,,,
CHSP00000279,161330,Audubon County Memorial Hospital,515 Pacific Street,Audubon,IA,50025,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00000280,490018,Augusta Health,78 Medical Center Drive,Fishersville,VA,22939,1,,,,
CHSP00000281,110034,Augusta University Medical Center,1120 15th Street,Augusta,GA,30912,1,HSI00000064,Augusta University Medical Center,Augusta,GA
CHSP00000284,360084,Aultman Hospital,2600 Sixth Street Sw,Canton,OH,44710,1,HSI00000065,Aultman Health Foundation,Canton,OH
CHSP00000285,361323,Aultman Orrville Hospital,832 South Main Street,Orrville,OH,44667,1,HSI00000065,Aultman Health Foundation,Canton,OH
CHSP00000286,362032,Aultman Specialty Hospital,"2600 Sixth Street, Sw",Canton,OH,44710,0,HSI00000065,Aultman Health Foundation,Canton,OH
CHSP00000287,330085,Aurelia Osborn Fox Memorial Hospital,1 Norton Avenue,Oneonta,NY,13820,1,HSI00000087,Bassett Healthcare Network,Cooperstown,NY
CHSP00000288,520193,Aurora BayCare Medical Center,2845 Greenbrier Road,Green Bay,WI,54311,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000289,034028,Aurora Behavioral Health System,6350 S Maple Ave,Tempe,AZ,85283,0,,,,
CHSP00000290,034024,Aurora Behavioral Health System West,6015 West Peoria Avenue,Glendale,AZ,85302,0,,,,
CHSP00000291,054095,Aurora Behavioral Healthcare San Diego,11878 Avenue Of Industry,San Diego,CA,92128,0,,,,
CHSP00000293,054069,Aurora Charter Oak Hospital,1161 East Covina Boulevard,Covina,CA,91724,0,,,,
CHSP00000294,520102,Aurora Lakeland Medical Center,W3985 County Road Nn,Elkhorn,WI,53121,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000295,520189,Aurora Medical Center,10400 75th Street,Kenosha,WI,53142,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000296,520034,Aurora Medical Center - Manitowoc County,5000 Memorial Drive,Two Rivers,WI,54241,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000297,520207,Aurora Medical Center Grafton,975 Port Washington Road,Grafton,WI,53024,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000298,520206,Aurora Medical Center Summit,36500 Aurora Drive,Summit,WI,53066,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000299,520038,Aurora Medical Center in Washington County,1032 East Sumner Street,Hartford,WI,53027,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000300,520198,Aurora Medical Center of Oshkosh,855 North Westhaven Drive,Oshkosh,WI,54904,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000301,520059,Aurora Memorial Hospital of Burlington,252 Mchenry Street,Burlington,WI,53105,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000302,,Aurora Pavilion,302 Univ Pkwy,Aiken,SC,29801,0,,,,
CHSP00000304,524000,Aurora Psychiatric Hospital,1220 Dewey Avenue,Wauwatosa,WI,53213,0,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000305,520035,Aurora Sheboygan Memorial Medical Center,2629 North Seventh Street,Sheboygan,WI,53083,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000306,520064,Aurora Sinai Medical Center,945 North 12th Street,Milwaukee,WI,53233,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000307,,Aurora St Luke's South Shore,5900 S Lk Dr,Cudahy,WI,53110,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000308,520138,Aurora St. Luke's Medical Center,2900 West Oklahoma Avenue,Milwaukee,WI,53215,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000309,520139,Aurora West Allis Medical Center,8901 West Lincoln Avenue,West Allis,WI,53227,1,HSI00000066,"Aurora Health Care, Inc",Milwaukee,WI
CHSP00000310,,Austen Riggs Center,25 Main Street,Stockbridge,MA,01262,0,,,,
CHSP00000311,454069,Austin Lakes Hospital,1025 East 32nd Street,Austin,TX,78705,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00000312,454121,Austin Oaks Hospital,1407 West Stassney Lane,Austin,TX,78745,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00000313,454084,Austin State Hospital,4110 Guadalupe Street,Austin,TX,78751,1,,,,
CHSP00000316,100131,Aventura Hospital and Medical Center,20900 Biscayne Boulevard,Aventura,FL,33180,1,HSI00000492,HCA,Nashville,TN
CHSP00000319,281331,Avera Creighton Hospital,1503 Main Street,Creighton,NE,68729,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000320,431332,Avera De Smet Memorial Hospital,306 Prairie Avenue Sw,De Smet,SD,57231,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000321,431331,Avera Dells Area Hospital,909 North Iowa Avenue,Dell Rapids,SD,57022,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000322,431310,Avera Flandreau Hospital,214 North Prairie Street,Flandreau,SD,57028,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000323,431302,Avera Gettysburg Hospital,606 East Garfield Avenue,Gettysburg,SD,57442,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000324,431338,Avera Gregory Hospital,400 Park Avenue,Gregory,SD,57533,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000325,431337,Avera Hand County Memorial Hospital,300 West Fifth Street,Miller,SD,57362,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000326,430095,Avera Heart Hospital of South Dakota,4500 West 69th Street,Sioux Falls,SD,57108,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000327,161351,Avera Holy Family Hospital,826 North Eighth Street,Estherville,IA,51334,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000329,241359,Avera Marshall Regional Medical Center,300 South Bruce Street,Marshall,MN,56258,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000330,430016,Avera McKennan Hospital and University Health Center,1325 South Cliff Avenue,Sioux Falls,SD,57105,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000331,430013,Avera Queen of Peace Hospital,525 North Foster,Mitchell,SD,57301,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000332,430012,Avera Sacred Heart Hospital,501 Summit Avenue,Yankton,SD,57078,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000333,281329,Avera St. Anthony's Hospital,300 North Second Street,O'neill,NE,68763,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000334,431330,Avera St. Benedict Health Center,401 West Glynn Drive,Parkston,SD,57366,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000335,430014,Avera St. Luke's Hospital,305 South State Street,Aberdeen,SD,57401,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000336,430015,Avera St. Mary's Hospital,801 East Sioux Avenue,Pierre,SD,57501,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000337,431324,Avera Weskota Memorial Hospital,604 First Street Ne,Wessington Springs,SD,57382,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00000338,060103,Avista Adventist Hospital,100 Health Park Drive,Louisville,CO,80027,1,HSI00000010,Adventist Health System,Altamonte Springs,FL
CHSP00000339,190099,Avoyelles Hospital,4231 Highway 1192,Marksville,LA,71351,1,,,,
CHSP00000341,054032,BHC Alhambra Hospital,4619 North Rosemead Boulevard,Rosemead,CA,91770,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00000344,450231,"BSA Hospital, LLC",1600 Wallace Boulevard,Amarillo,TX,79106,1,HSI00000046,Ardent Health Services,Nashville,TN
CHSP00000345,313030,Bacharach Institute for Rehabilitation,61 West Jimmie Leeds Road,Pomona,NJ,08240,0,,,,
CHSP00000346,111327,Bacon County Hospital and Health System,302 South Wayne Street,Alma,GA,31510,1,,,,
CHSP00000347,370228,Bailey Medical Center,10502 North 110th East Avenue,Owasso,OK,74055,1,HSI00000046,Ardent Health Services,Nashville,TN
CHSP00000348,050724,Bakersfield Heart Hospital,3001 Sillect Avenue,Bakersfield,CA,93308,1,,,,
CHSP00000349,050036,Bakersfield Memorial Hospital,420 34th Street,Bakersfield,CA,93301,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00000350,224033,Baldpate Hospital,83 Baldpate Road,Haverhill,MA,01833,0,,,,
CHSP00000351,521347,Baldwin Area Medical Center,730 10th Avenue,Baldwin,WI,54002,1,,,,
CHSP00000352,053037,Ballard Rehabilitation Hospital,1760 West 16th Street,San Bernardino,CA,92411,0,,,,
CHSP00000353,451310,Ballinger Memorial Hospital,608 Avenue 'b',Ballinger,TX,76821,1,,,,
CHSP00000354,030002,Banner - University Medical Center Phoenix,1111 East Mcdowell Road,Phoenix,AZ,85006,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000355,030111,Banner - University Medical Center South,2800 East Ajo Way,Tucson,AZ,85713,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000356,030064,Banner - University Medical Center Tucson,1501 North Campbell Avenue,Tucson,AZ,85724,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000357,030088,Banner Baywood Medical Center,6644 East Baywood Avenue,Mesa,AZ,85206,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000358,,Banner Behavioral Health Center,5555 W Thunderbird Rd,Glendale,AZ,85306,0,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000359,034004,Banner Behavioral Health Hospital - Scottsdale,7575 East Earll Drive,Scottsdale,AZ,85251,0,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000360,030061,Banner Boswell Medical Center,10401 West Thunderbird Blvd,Sun City,AZ,85351,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000361,030016,Banner Casa Grande Medical Center,1800 East Florence Boulevard,Casa Grande,AZ,85122,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000362,290006,Banner Churchill Community Hospital,801 East Williams Avenue,Fallon,NV,89406,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000363,030093,Banner Del E. Webb Medical Center,14502 West Meeker Boulevard,Sun City West,AZ,85375,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000364,030065,Banner Desert Medical Center,1400 South Dobson Road,Mesa,AZ,85202,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000365,030115,Banner Estrella Medical Center,9201 West Thomas Road,Phoenix,AZ,85037,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000366,,Banner Fort Collins Medical Center,4700 Lady Moon Drive,Fort Collins,CO,80528,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000367,030122,Banner Gateway Medical Center,1900 North Higley Road,Gilbert,AZ,85234,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000368,030134,Banner Goldfield Medical Center,2050 West Southern Avenue,Apache Junction,AZ,85120,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000369,030105,Banner Heart Hospital,6750 East Baywood Avenue,Mesa,AZ,85206,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000370,030130,Banner Ironwood Medical Center,37000 North Gantzel Road,San Tan Valley,AZ,85140,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000371,051320,Banner Lassen Medical Center,1800 Spring Ridge Drive,Susanville,CA,96130,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000372,030033,Banner Payson Medical Center,807 South Ponderosa Street,Payson,AZ,85541,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000373,030089,Banner Thunderbird Medical Center,5555 West Thunderbird Road,Glendale,AZ,85306,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00000377,420015,Baptist Easley Hospital,200 Fleetwood Drive,Easley,SC,29640,1,HSI00000424,Greenville Health System,Greenville,SC
CHSP00000378,670078,Baptist Emergency Hospital - Thousand Oaks,16088 San Pedro,San Antonio,TX,78232,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00000381,180080,Baptist Health Corbin,1 Trillium Way,Corbin,KY,40701,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000382,040150,Baptist Health Extended Care,9601 Baptist Health Dr,Little Rock,AR,72205,0,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000383,042012,Baptist Health Extended Care Hospital,9601 Baptist Health Drive,Little Rock,AR,72205,0,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000384,180138,Baptist Health La Grange,1025 New Moody Lane,La Grange,KY,40031,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000385,180103,Baptist Health Lexington,1740 Nicholasville Road,Lexington,KY,40503,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000386,180130,Baptist Health Louisville,4000 Kresge Way,Louisville,KY,40207,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000387,180093,Baptist Health Madisonville,900 Hospital Drive,Madisonville,KY,42431,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000388,040036,Baptist Health Medical Center - North Little Rock,3333 Springhill Drive,North Little Rock,AR,72117,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000390,041321,Baptist Health Medical Center-Arkadelphia,3050 Twin Rivers Drive,Arkadelphia,AR,71923,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000391,041312,Baptist Health Medical Center-Heber Springs,1800 Bypass Road,Heber Springs,AR,72543,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000392,040076,Baptist Health Medical Center-Hot Spring County,1001 Schneider Drive,Malvern,AR,72104,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000393,040114,Baptist Health Medical Center-Little Rock,9601 Baptist Health Drive,Little Rock,AR,72205,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000394,040072,Baptist Health Medical Center-Stuttgart,1703 North Buerkle Road,Stuttgart,AR,72160,1,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000395,180104,Baptist Health Paducah,2501 Kentucky Avenue,Paducah,KY,42003,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000396,043026,Baptist Health Rehabilitation Institute,"9601 Interstate 630, Exit 7",Little Rock,AR,72205,0,HSI00000074,Baptist Health,Little Rock,AR
CHSP00000397,180049,Baptist Health Richmond,801 Eastern Bypass,Richmond,KY,40475,1,HSI00000080,"Baptist Healthcare System, Inc",Louisville,KY
CHSP00000398,,Baptist Health System,520 Madison Oak Dr,San Antonio,TX,78258,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00000399,,Baptist Hosp SE Behavior Hlth,Po Box 1591,Beaumont,TX,77704,0,,,,
CHSP00000400,100093,Baptist Hospital,1000 West Moreno,Pensacola,FL,32501,1,HSI00000076,Baptist Health Care,Pensacola,FL
CHSP00000403,100008,Baptist Hospital of Miami,8900 North Kendall Drive,Miami,FL,33176,1,HSI00000077,Baptist Health South Florida,Coral Gables,FL
CHSP00000404,450346,Baptist Hospitals of Southeast Texas,3080 College Street,Beaumont,TX,77701,1,HSI00000251,Community Hospital Corporation,Plano,TX
CHSP00000405,450058,Baptist Medical Center,111 Dallas Street,San Antonio,TX,78205,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00000407,251336,Baptist Medical Center Attala,220 Highway 12 West,Kosciusko,MS,39090,1,HSI00000692,"Mississippi Baptist Health Systems, Inc",Jackson,MS
CHSP00000408,100117,Baptist Medical Center Beaches,1350 13th Avenue South,Jacksonville Beach,FL,32250,1,HSI00000075,Baptist Health,Jacksonville,FL
CHSP00000409,010149,Baptist Medical Center East,400 Taylor Road,Montgomery,AL,36117,1,HSI00000466,Baptist Health,Montgomery,AL
CHSP00000410,100088,Baptist Medical Center Jacksonville,800 Prudential Drive,Jacksonville,FL,32207,1,HSI00000075,Baptist Health,Jacksonville,FL
CHSP00000411,251315,Baptist Medical Center Leake,1100 Highway 16 E,Carthage,MS,39051,1,HSI00000692,"Mississippi Baptist Health Systems, Inc",Jackson,MS
CHSP00000412,100140,Baptist Medical Center Nassau,1250 South 18th Street,Fernandina Beach,FL,32034,1,HSI00000075,Baptist Health,Jacksonville,FL
CHSP00000413,010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,36116,1,HSI00000466,Baptist Health,Montgomery,AL
CHSP00000415,251313,Baptist Medical Center Yazoo,823 Grand Avenue,Yazoo City,MS,39194,1,HSI00000692,"Mississippi Baptist Health Systems, Inc",Jackson,MS
CHSP00000416,440048,Baptist Memorial Hospital - Memphis,6019 Walnut Grove Road,Memphis,TN,38120,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000417,440222,Baptist Memorial Hospital for Women,6225 Humphreys Boulevard,Memphis,TN,38120,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000418,250044,Baptist Memorial Hospital-Booneville,100 Hospital Street,Booneville,MS,38829,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000419,440217,Baptist Memorial Hospital-Collierville,1500 West Poplar Avenue,Collierville,TN,38017,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000420,250141,Baptist Memorial Hospital-Desoto,7601 Southcrest Parkway,Southaven,MS,38671,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000421,250100,Baptist Memorial Hospital-Golden Triangle,2520 Fifth Street North,Columbus,MS,39705,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
